Date,Open,Close
2020-09-09,10126.66,10219.2
2020-09-10,10219.29,10336.87
2020-09-11,10336.86,10387.89
2020-09-12,10387.89,10440.92
2020-09-13,10440.67,10332.83
2020-09-14,10332.84,10671.77
2020-09-15,10671.77,10785.31
2020-09-16,10785.23,10954.01
2020-09-17,10954.01,10939.99
2020-09-18,10940.0,10933.39
2020-09-19,10933.4,11080.65
2020-09-20,11080.64,10920.28
2020-09-21,10920.28,10417.22
2020-09-22,10417.22,10529.61
2020-09-23,10529.61,10241.46
2020-09-24,10241.46,10736.32
2020-09-25,10736.33,10686.67
2020-09-26,10686.57,10728.6
2020-09-27,10728.59,10774.25
2020-09-28,10774.26,10696.12
2020-09-29,10696.11,10840.48
2020-09-30,10840.58,10776.59
2020-10-01,10776.59,10619.13
2020-10-02,10619.13,10570.4
2020-10-03,10570.4,10542.06
2020-10-04,10542.07,10666.63
2020-10-05,10666.62,10792.21
2020-10-06,10792.2,10599.66
2020-10-07,10599.65,10666.39
2020-10-08,10666.4,10925.57
2020-10-09,10925.44,11050.64
2020-10-10,11050.64,11293.22
2020-10-11,11293.22,11369.02
2020-10-12,11369.02,11528.25
2020-10-13,11528.24,11420.56
2020-10-14,11420.57,11417.89
2020-10-15,11417.89,11505.12
2020-10-16,11505.13,11319.32
2020-10-17,11319.24,11360.2
2020-10-18,11360.31,11503.14
2020-10-19,11503.14,11751.47
2020-10-20,11751.46,11909.99
2020-10-21,11910.0,12780.96
2020-10-22,12780.75,12968.52
2020-10-23,12968.84,12923.07
2020-10-24,12923.06,13111.73
2020-10-25,13111.73,13028.83
2020-10-26,13029.64,13052.19
2020-10-27,13052.15,13636.17
2020-10-28,13636.16,13266.4
2020-10-29,13266.4,13455.7
2020-10-30,13455.69,13560.1
2020-10-31,13560.1,13791.0
2020-11-01,13791.0,13761.5
2020-11-02,13761.49,13549.37
2020-11-03,13549.63,14023.53
2020-11-04,14023.53,14144.01
2020-11-05,14144.01,15590.02
2020-11-06,15590.02,15579.92
2020-11-07,15579.93,14818.3
2020-11-08,14818.3,15475.1
2020-11-09,15475.1,15328.41
2020-11-10,15328.41,15297.21
2020-11-11,15297.21,15684.24
2020-11-12,15684.25,16291.86
2020-11-13,16291.85,16320.7
2020-11-14,16320.04,16070.45
2020-11-15,16069.56,15957.0
2020-11-16,15957.0,16713.57
2020-11-17,16713.08,17659.38
2020-11-18,17659.38,17776.12
2020-11-19,17777.75,17802.82
2020-11-20,17802.81,18655.67
2020-11-21,18655.66,18703.8
2020-11-22,18703.8,18414.43
2020-11-23,18413.88,18368.0
2020-11-24,18368.01,19160.01
2020-11-25,19160.0,18719.11
2020-11-26,18718.83,17149.47
2020-11-27,17149.47,17139.52
2020-11-28,17139.53,17719.85
2020-11-29,17719.84,18184.99
2020-11-30,18185.0,19695.87
2020-12-01,19695.87,18764.96
2020-12-02,18764.96,19204.09
2020-12-03,19204.08,19421.9
2020-12-04,19422.34,18650.52
2020-12-05,18650.51,19147.66
2020-12-06,19147.66,19359.4
2020-12-07,19358.67,19166.9
2020-12-08,19166.9,18324.11
2020-12-09,18324.11,18541.28
2020-12-10,18541.29,18254.63
2020-12-11,18254.81,18036.53
2020-12-12,18036.53,18808.69
2020-12-13,18808.69,19174.99
2020-12-14,19174.99,19273.14
2020-12-15,19273.69,19426.43
2020-12-16,19426.43,21335.52
2020-12-17,21335.52,22797.16
2020-12-18,22797.15,23107.39
2020-12-19,23107.39,23821.61
2020-12-20,23821.6,23455.52
2020-12-21,23455.54,22719.71
2020-12-22,22719.88,23810.79
2020-12-23,23810.79,23232.76
2020-12-24,23232.39,23729.2
2020-12-25,23728.99,24712.47
2020-12-26,24712.47,26493.39
2020-12-27,26493.4,26281.66
2020-12-28,26281.54,27079.41
2020-12-29,27079.42,27385.0
2020-12-30,27385.0,28875.54
2020-12-31,28875.55,28923.63
2021-01-01,28923.63,29331.69
2021-01-02,29331.7,32178.33
2021-01-03,32176.45,33000.05
2021-01-04,33000.05,31988.71
2021-01-05,31989.75,33949.53
2021-01-06,33949.53,36769.36
2021-01-07,36769.36,39432.28
2021-01-08,39432.48,40582.81
2021-01-09,40586.96,40088.22
2021-01-10,40088.22,38150.02
2021-01-11,38150.02,35404.47
2021-01-12,35410.37,34051.24
2021-01-13,34049.15,37371.38
2021-01-14,37371.38,39144.5
2021-01-15,39145.21,36742.22
2021-01-16,36737.43,35994.98
2021-01-17,35994.98,35828.61
2021-01-18,35824.99,36631.27
2021-01-19,36622.46,35891.49
2021-01-20,35901.94,35468.23
2021-01-21,35468.23,30850.13
2021-01-22,30851.99,32945.17
2021-01-23,32950.0,32078.0
2021-01-24,32078.0,32259.9
2021-01-25,32259.45,32254.2
2021-01-26,32254.19,32467.77
2021-01-27,32464.01,30366.15
2021-01-28,30362.19,33364.86
2021-01-29,33368.18,34252.2
2021-01-30,34246.28,34262.88
2021-01-31,34262.89,33092.98
2021-02-01,33092.97,33526.37
2021-02-02,33517.09,35466.24
2021-02-03,35472.71,37618.87
2021-02-04,37620.26,36936.66
2021-02-05,36936.65,38290.24
2021-02-06,38289.32,39186.94
2021-02-07,39181.01,38795.69
2021-02-08,38795.69,46374.87
2021-02-09,46374.86,46420.42
2021-02-10,46420.42,44807.58
2021-02-11,44807.58,47969.51
2021-02-12,47968.66,47287.6
2021-02-13,47298.15,47153.69
2021-02-14,47156.78,48577.79
2021-02-15,48580.47,47911.1
2021-02-16,47911.1,49133.45
2021-02-17,49133.45,52119.71
2021-02-18,52117.67,51552.6
2021-02-19,51552.61,55906.0
2021-02-20,55906.0,55841.19
2021-02-21,55841.19,57408.57
2021-02-22,57412.35,54087.67
2021-02-23,54087.67,48891.0
2021-02-24,48891.0,49676.2
2021-02-25,49676.21,47073.73
2021-02-26,47073.73,46276.87
2021-02-27,46276.88,46106.43
2021-02-28,46103.67,45135.66
2021-03-01,45134.11,49587.03
2021-03-02,49595.76,48440.65
2021-03-03,48436.61,50349.37
2021-03-04,50349.37,48374.09
2021-03-05,48374.09,48751.71
2021-03-06,48746.81,48882.2
2021-03-07,48882.2,50971.75
2021-03-08,50959.11,52375.17
2021-03-09,52375.18,54884.5
2021-03-10,54874.67,55851.59
2021-03-11,55851.59,57773.16
2021-03-12,57773.15,57221.72
2021-03-13,57221.72,61188.39
2021-03-14,61188.38,58968.31
2021-03-15,58976.08,55605.2
2021-03-16,55605.2,56900.75
2021-03-17,56900.74,58912.97
2021-03-18,58912.97,57648.16
2021-03-19,57641.0,58030.01
2021-03-20,58030.01,58102.28
2021-03-21,58100.02,57351.56
2021-03-22,57351.56,54083.25
2021-03-23,54083.25,54340.89
2021-03-24,54342.8,52303.65
2021-03-25,52303.66,51293.78
2021-03-26,51293.78,55025.59
2021-03-27,55025.59,55817.14
2021-03-28,55817.14,55777.63
2021-03-29,55777.65,57635.47
2021-03-30,57635.46,58746.57
2021-03-31,58746.57,58740.55
2021-04-01,58739.46,58720.44
2021-04-02,58720.45,58950.01
2021-04-03,58950.01,57051.94
2021-04-04,57051.95,58202.01
2021-04-05,58202.01,59129.99
2021-04-06,59129.99,57991.15
2021-04-07,57990.03,55953.45
2021-04-08,55953.44,58077.52
2021-04-09,58077.52,58142.54
2021-04-10,58142.55,59769.13
2021-04-11,59769.13,60002.43
2021-04-12,59998.8,59860.0
2021-04-13,59860.01,63575.0
2021-04-14,63575.01,62959.53
2021-04-15,62959.53,63159.98
2021-04-16,63158.74,61334.8
2021-04-17,61334.81,60006.66
2021-04-18,60006.67,56150.01
2021-04-19,56150.01,55633.14
2021-04-20,55633.14,56425.0
2021-04-21,56425.0,53787.63
2021-04-22,53787.62,51690.96
2021-04-23,51690.95,51125.14
2021-04-24,51110.56,50047.84
2021-04-25,50047.84,49066.77
2021-04-26,49066.76,54001.39
2021-04-27,54001.38,55011.97
2021-04-28,55011.97,54846.22
2021-04-29,54846.23,53555.0
2021-04-30,53555.0,57694.27
2021-05-01,57697.25,57800.37
2021-05-02,57797.35,56578.21
2021-05-03,56578.21,57169.39
2021-05-04,57169.39,53200.01
2021-05-05,53205.05,57436.11
2021-05-06,57436.11,56393.68
2021-05-07,56393.68,57314.75
2021-05-08,57315.49,58862.05
2021-05-09,58866.53,58240.84
2021-05-10,58240.83,55816.14
2021-05-11,55816.14,56670.02
2021-05-12,56670.02,49631.32
2021-05-13,49537.15,49670.97
2021-05-14,49671.92,49841.45
2021-05-15,49844.16,46762.99
2021-05-16,46762.99,46431.5
2021-05-17,46426.83,43538.04
2021-05-18,43538.02,42849.78
2021-05-19,42849.78,36690.09
2021-05-20,36671.23,40526.64
2021-05-21,40525.39,37252.01
2021-05-22,37263.35,37449.73
2021-05-23,37458.51,34655.25
2021-05-24,34681.44,38796.29
2021-05-25,38810.99,38324.72
2021-05-26,38324.72,39241.91
2021-05-27,39241.92,38529.98
2021-05-28,38529.99,35663.49
2021-05-29,35661.79,34605.15
2021-05-30,34605.15,35641.27
2021-05-31,35641.26,37253.81
2021-06-01,37253.82,36693.09
2021-06-02,36694.85,37568.68
2021-06-03,37568.68,39246.79
2021-06-04,39246.78,36829.0
2021-06-05,36829.15,35513.2
2021-06-06,35516.07,35796.31
2021-06-07,35796.31,33552.79
2021-06-08,33556.96,33380.81
2021-06-09,33380.8,37388.05
2021-06-10,37388.05,36675.72
2021-06-11,36677.83,37331.98
2021-06-12,37331.98,35546.11
2021-06-13,35546.12,39020.57
2021-06-14,39020.56,40516.29
2021-06-15,40516.28,40144.04
2021-06-16,40143.8,38349.01
2021-06-17,38349.0,38092.97
2021-06-18,38092.97,35819.84
2021-06-19,35820.48,35483.72
2021-06-20,35483.72,35600.16
2021-06-21,35600.17,31608.93
2021-06-22,31614.12,32509.56
2021-06-23,32509.56,33678.07
2021-06-24,33675.07,34663.09
2021-06-25,34663.08,31584.45
2021-06-26,31576.09,32283.65
2021-06-27,32283.65,34700.34
2021-06-28,34702.49,34494.89
2021-06-29,34494.89,35911.73
2021-06-30,35911.72,35045.0
2021-07-01,35045.0,33504.69
2021-07-02,33502.33,33786.55
2021-07-03,33786.54,34669.13
2021-07-04,34669.12,35286.51
2021-07-05,35288.13,33690.14
2021-07-06,33690.15,34220.01
2021-07-07,34220.02,33862.12
2021-07-08,33862.11,32875.71
2021-07-09,32875.71,33815.81
2021-07-10,33815.81,33502.87
2021-07-11,33502.87,34258.99
2021-07-12,34259.0,33086.63
2021-07-13,33086.94,32729.77
2021-07-14,32729.12,32820.02
2021-07-15,32820.03,31880.0
2021-07-16,31874.49,31383.87
2021-07-17,31383.86,31520.07
2021-07-18,31520.07,31778.56
2021-07-19,31778.57,30839.65
2021-07-20,30839.65,29790.35
2021-07-21,29790.34,32144.51
2021-07-22,32144.51,32287.83
2021-07-23,32287.58,33634.09
2021-07-24,33634.1,34258.14
2021-07-25,34261.51,35381.02
2021-07-26,35381.02,37237.6
2021-07-27,37241.33,39457.87
2021-07-28,39456.61,40019.56
2021-07-29,40019.57,40016.48
2021-07-30,40018.49,42206.37
2021-07-31,42206.36,41461.83
2021-08-01,41461.84,39845.44
2021-08-02,39850.27,39147.82
2021-08-03,39146.86,38207.05
2021-08-04,38207.04,39723.18
2021-08-05,39723.17,40862.46
2021-08-06,40862.46,42836.87
2021-08-07,42836.87,44572.54
2021-08-08,44572.54,43794.37
2021-08-09,43794.36,46253.4
2021-08-10,46248.87,45584.99
2021-08-11,45585.0,45511.0
2021-08-12,45510.67,44399.0
2021-08-13,44400.06,47800.0
2021-08-14,47799.99,47068.51
2021-08-15,47068.5,46973.82
2021-08-16,46973.82,45901.29
2021-08-17,45901.3,44695.95
2021-08-18,44695.95,44705.29
2021-08-19,44699.37,46760.62
2021-08-20,46760.62,49322.47
2021-08-21,49322.47,48821.87
2021-08-22,48821.88,49239.22
2021-08-23,49239.22,49488.85
2021-08-24,49488.85,47674.01
2021-08-25,47674.01,48973.32
2021-08-26,48973.32,46843.87
2021-08-27,46843.86,49069.9
2021-08-28,49069.9,48895.35
2021-08-29,48895.35,48767.83
2021-08-30,48767.84,46982.91
2021-08-31,46982.91,47100.89
2021-09-01,47100.89,48810.52
2021-09-02,48810.51,49246.64
2021-09-03,49246.63,49999.14
2021-09-04,49998.0,49915.64
2021-09-05,49917.54,51756.88
2021-09-06,51756.88,52663.9
2021-09-07,52666.2,46863.73
2021-09-08,46868.57,46048.31
2021-09-09,46048.31,46395.14
2021-09-10,46395.14,44850.91
2021-09-11,44842.2,45173.69
2021-09-12,45173.68,46025.24
2021-09-13,46025.23,44940.73
2021-09-14,44940.72,47111.52
2021-09-15,47103.28,48121.41
2021-09-16,48121.4,47737.82
2021-09-17,47737.81,47299.98
2021-09-18,47299.98,48292.74
2021-09-19,48292.75,47241.75
2021-09-20,47241.75,43015.62
2021-09-21,43016.64,40734.38
2021-09-22,40734.09,43543.61
2021-09-23,43546.37,44865.26
2021-09-24,44865.26,42810.57
2021-09-25,42810.58,42670.64
2021-09-26,42670.63,43160.9
2021-09-27,43160.9,42147.35
2021-09-28,42147.35,41026.54
2021-09-29,41025.01,41524.28
2021-09-30,41524.29,43824.1
2021-10-01,43820.01,48141.61
2021-10-02,48141.6,47634.9
2021-10-03,47634.89,48200.01
2021-10-04,48200.01,49224.94
2021-10-05,49224.93,51471.99
2021-10-06,51471.99,55315.0
2021-10-07,55315.0,53785.22
2021-10-08,53785.22,53951.43
2021-10-09,53955.67,54949.72
2021-10-10,54949.72,54659.0
2021-10-11,54659.01,57471.35
2021-10-12,57471.35,55996.93
2021-10-13,55996.91,57367.0
2021-10-14,57370.83,57347.94
2021-10-15,57347.94,61672.42
2021-10-16,61672.42,60875.57
2021-10-17,60875.57,61528.33
2021-10-18,61528.32,62009.84
2021-10-19,62005.6,64280.59
2021-10-20,64280.59,66001.41
2021-10-21,66001.4,62193.15
2021-10-22,62193.15,60688.22
2021-10-23,60688.23,61286.75
2021-10-24,61286.75,60852.22
2021-10-25,60852.22,63078.78
2021-10-26,63078.78,60328.81
2021-10-27,60328.81,58413.44
2021-10-28,58413.44,60575.89
2021-10-29,60575.9,62253.71
2021-10-30,62253.7,61859.19
2021-10-31,61859.19,61299.8
2021-11-01,61299.81,60911.11
2021-11-02,60911.12,63219.99
2021-11-03,63220.57,62896.48
2021-11-04,62896.49,61395.01
2021-11-05,61395.01,60937.12
2021-11-06,60940.18,61470.61
2021-11-07,61470.62,63273.59
2021-11-08,63273.58,67525.83
2021-11-09,67525.82,66947.66
2021-11-10,66947.67,64882.43
2021-11-11,64882.42,64774.26
2021-11-12,64774.25,64122.23
2021-11-13,64122.22,64380.0
2021-11-14,64380.01,65519.1
2021-11-15,65519.11,63606.74
2021-11-16,63606.73,60058.87
2021-11-17,60058.87,60344.87
2021-11-18,60344.86,56891.62
2021-11-19,56891.62,58052.24
2021-11-20,58057.1,59707.51
2021-11-21,59707.52,58622.02
2021-11-22,58617.7,56247.18
2021-11-23,56243.83,57541.27
2021-11-24,57541.26,57138.29
2021-11-25,57138.29,58960.36
2021-11-26,58960.37,53726.53
2021-11-27,53723.72,54721.03
2021-11-28,54716.47,57274.88
2021-11-29,57274.89,57776.25
2021-11-30,57776.25,56950.56
2021-12-01,56950.56,57184.07
2021-12-02,57184.07,56480.34
2021-12-03,56484.26,53601.05
2021-12-04,53601.05,49152.47
2021-12-05,49152.46,49396.33
2021-12-06,49396.32,50441.92
2021-12-07,50441.91,50588.95
2021-12-08,50588.95,50471.19
2021-12-09,50471.19,47545.59
2021-12-10,47535.9,47140.54
2021-12-11,47140.54,49389.99
2021-12-12,49389.99,50053.9
2021-12-13,50053.9,46702.75
2021-12-14,46702.76,48343.28
2021-12-15,48336.95,48864.98
2021-12-16,48864.98,47632.38
2021-12-17,47632.38,46131.2
2021-12-18,46133.83,46834.48
2021-12-19,46834.47,46681.23
2021-12-20,46681.24,46914.16
2021-12-21,46914.17,48889.88
2021-12-22,48887.59,48588.16
2021-12-23,48588.17,50838.81
2021-12-24,50838.82,50820.0
2021-12-25,50819.99,50399.66
2021-12-26,50399.67,50775.49
2021-12-27,50775.48,50701.44
2021-12-28,50701.44,47543.74
2021-12-29,47543.74,46464.66
2021-12-30,46464.66,47120.87
2021-12-31,47120.88,46216.93
2022-01-01,46216.93,47722.65
2022-01-02,47722.66,47286.18
2022-01-03,47286.18,46446.1
2022-01-04,46446.1,45832.01
2022-01-05,45832.01,43451.13
2022-01-06,43451.14,43082.31
2022-01-07,43082.3,41566.48
2022-01-08,41566.48,41679.74
2022-01-09,41679.74,41864.62
2022-01-10,41864.62,41822.49
2022-01-11,41822.49,42729.29
2022-01-12,42729.29,43902.66
2022-01-13,43902.65,42560.11
2022-01-14,42558.35,43059.96
2022-01-15,43059.96,43084.29
2022-01-16,43084.29,43071.66
2022-01-17,43071.66,42201.62
2022-01-18,42201.63,42352.12
2022-01-19,42352.12,41660.01
2022-01-20,41660.0,40680.91
2022-01-21,40680.92,36445.31
2022-01-22,36445.31,35071.42
2022-01-23,35071.42,36244.55
2022-01-24,36244.55,36660.35
2022-01-25,36660.35,36958.32
2022-01-26,36958.32,36809.34
2022-01-27,36807.24,37160.1
2022-01-28,37160.11,37716.56
2022-01-29,37716.57,38166.84
2022-01-30,38166.83,37881.76
2022-01-31,37881.75,38466.9
2022-02-01,38466.9,38694.59
2022-02-02,38694.59,36896.36
2022-02-03,36896.37,37311.61
2022-02-04,37311.98,41574.25
2022-02-05,41571.7,41382.59
2022-02-06,41382.6,42380.87
2022-02-07,42380.87,43839.99
2022-02-08,43839.99,44042.99
2022-02-09,44043.0,44372.72
2022-02-10,44372.71,43495.44
2022-02-11,43495.44,42373.73
2022-02-12,42373.73,42217.87
2022-02-13,42217.87,42053.66
2022-02-14,42053.65,42535.94
2022-02-15,42535.94,44544.86
2022-02-16,44544.85,43873.56
2022-02-17,43873.56,40515.7
2022-02-18,40515.71,39974.44
2022-02-19,39974.45,40079.17
2022-02-20,40079.17,38386.89
2022-02-21,38386.89,37008.16
2022-02-22,37008.16,38230.33
2022-02-23,38230.33,37250.01
2022-02-24,37250.02,38327.21
2022-02-25,38328.68,39219.17
2022-02-26,39219.16,39116.72
2022-02-27,39116.73,37699.07
2022-02-28,37699.08,43160.0
2022-03-01,43160.0,44421.2
2022-03-02,44421.2,43892.98
2022-03-03,43892.99,42454.0
2022-03-04,42454.0,39148.66
2022-03-05,39148.65,39397.96
2022-03-06,39397.97,38420.81
2022-03-07,38420.8,37988.0
2022-03-08,37988.01,38730.63
2022-03-09,38730.63,41941.71
2022-03-10,41941.7,39422.0
2022-03-11,39422.01,38729.57
2022-03-12,38729.57,38807.36
2022-03-13,38807.35,37777.34
2022-03-14,37777.35,39671.37
2022-03-15,39671.37,39280.33
2022-03-16,39280.33,41114.0
2022-03-17,41114.01,40917.9
2022-03-18,40917.89,41757.51
2022-03-19,41757.51,42201.13
2022-03-20,42201.13,41262.11
2022-03-21,41262.11,41002.25
2022-03-22,41002.26,42364.13
2022-03-23,42364.13,42882.76
2022-03-24,42882.76,43991.46
2022-03-25,43991.46,44313.16
2022-03-26,44313.16,44511.27
2022-03-27,44511.27,46827.76
2022-03-28,46827.76,47122.21
2022-03-29,47122.21,47434.8
2022-03-30,47434.79,47067.99
2022-03-31,47067.99,45510.34
2022-04-01,45510.35,46283.49
2022-04-02,46283.49,45811.0
2022-04-03,45810.99,46407.35
2022-04-04,46407.36,46580.51
2022-04-05,46580.5,45497.55
2022-04-06,45497.54,43170.47
2022-04-07,43170.47,43444.19
2022-04-08,43444.2,42252.01
2022-04-09,42252.02,42753.97
2022-04-10,42753.96,42158.85
2022-04-11,42158.85,39530.45
2022-04-12,39530.45,40074.94
2022-04-13,40074.95,41147.79
2022-04-14,41147.78,39942.38
2022-04-15,39942.37,40551.9
2022-04-16,40551.9,40378.71
2022-04-17,40378.7,39678.12
2022-04-18,39678.11,40801.13
2022-04-19,40801.13,41493.18
2022-04-20,41493.19,41358.19
2022-04-21,41358.19,40480.01
2022-04-22,40480.01,39709.18
2022-04-23,39709.19,39441.6
2022-04-24,39441.61,39450.13
2022-04-25,39450.12,40426.08
2022-04-26,40426.08,38112.65
2022-04-27,38112.64,39235.72
2022-04-28,39235.72,39742.07
2022-04-29,39742.06,38596.11
2022-04-30,38596.11,37630.8
2022-05-01,37630.8,38468.35
2022-05-02,38468.35,38525.16
2022-05-03,38525.16,37728.95
2022-05-04,37728.95,39690.0
2022-05-05,39690.0,36552.97
2022-05-06,36552.97,36013.77
2022-05-07,36013.77,35472.39
2022-05-08,35472.4,34038.4
2022-05-09,34038.39,30076.31
2022-05-10,30074.23,31017.1
2022-05-11,31017.11,29103.94
2022-05-12,29103.94,29029.75
2022-05-13,29029.74,29287.05
2022-05-14,29287.05,30086.74
2022-05-15,30086.74,31328.89
2022-05-16,31328.89,29874.01
2022-05-17,29874.01,30444.93
2022-05-18,30444.93,28715.32
2022-05-19,28715.33,30319.23
2022-05-20,30319.22,29201.01
2022-05-21,29201.01,29445.06
2022-05-22,29445.07,30293.94
2022-05-23,30293.93,29109.15
2022-05-24,29109.14,29654.58
2022-05-25,29654.58,29542.15
2022-05-26,29542.14,29201.35
2022-05-27,29201.35,28629.8
2022-05-28,28629.81,29031.33
2022-05-29,29031.33,29468.1
2022-05-30,29468.1,31734.22
2022-05-31,31734.23,31801.04
2022-06-01,31801.05,29805.83
2022-06-02,29805.84,30452.62
2022-06-03,30452.63,29700.21
2022-06-04,29700.21,29864.04
2022-06-05,29864.03,29919.21
2022-06-06,29919.2,31373.1
2022-06-07,31373.1,31125.33
2022-06-08,31125.32,30204.77
2022-06-09,30204.77,30109.93
2022-06-10,30109.93,29091.88
2022-06-11,29091.87,28424.7
2022-06-12,28424.71,26574.53
2022-06-13,26574.53,22487.41
2022-06-14,22485.27,22136.41
2022-06-15,22136.42,22583.72
2022-06-16,22583.72,20401.31
2022-06-17,20400.6,20468.81
2022-06-18,20468.81,18970.79
2022-06-19,18970.79,20574.0
2022-06-20,20574.0,20573.89
2022-06-21,20573.9,20723.52
2022-06-22,20723.51,19987.99
2022-06-23,19988.0,21110.13
2022-06-24,21110.12,21237.69
2022-06-25,21237.68,21491.19
2022-06-26,21491.18,21038.07
2022-06-27,21038.08,20742.56
2022-06-28,20742.57,20281.29
2022-06-29,20281.28,20123.01
2022-06-30,20123.0,19942.21
2022-07-01,19942.21,19279.8
2022-07-02,19279.8,19252.81
2022-07-03,19252.82,19315.83
2022-07-04,19315.83,20236.71
2022-07-05,20236.71,20175.83
2022-07-06,20175.84,20564.51
2022-07-07,20564.51,21624.98
2022-07-08,21624.99,21594.75
2022-07-09,21594.75,21591.83
2022-07-10,21592.15,20862.47
2022-07-11,20861.11,19963.61
2022-07-12,19963.61,19328.75
2022-07-13,19331.28,20234.87
2022-07-14,20234.87,20588.84
2022-07-15,20588.84,20830.04
2022-07-16,20830.04,21195.6
2022-07-17,21195.6,20798.16
2022-07-18,20799.58,22432.58
2022-07-19,22432.58,23396.62
2022-07-20,23398.48,23223.3
2022-07-21,23223.3,23152.19
2022-07-22,23152.19,22684.83
2022-07-23,22684.83,22451.07
2022-07-24,22448.58,22579.68
2022-07-25,22577.13,21310.9
2022-07-26,21310.9,21254.67
2022-07-27,21254.67,22952.45
2022-07-28,22954.31,23842.93
2022-07-29,23845.25,23773.75
2022-07-30,23777.28,23643.51
2022-07-31,23644.64,23293.32
2022-08-01,23296.36,23268.01
2022-08-02,23266.9,22987.79
2022-08-03,22985.93,22818.37
2022-08-04,22816.91,22622.98
2022-08-05,22622.41,23312.42
2022-08-06,23313.56,22954.21
2022-08-07,22954.21,23174.39
2022-08-08,23174.39,23810.0
2022-08-09,23810.98,23149.95
2022-08-10,23151.32,23954.05
2022-08-11,23954.05,23934.39
2022-08-12,23933.09,24403.68
2022-08-13,24401.7,24441.38
2022-08-14,24443.06,24305.24
2022-08-15,24305.25,24094.82
2022-08-16,24093.04,23854.74
2022-08-17,23856.15,23342.66
2022-08-18,23342.66,23191.2
2022-08-19,23191.45,20834.39
2022-08-20,20834.39,21140.07
2022-08-21,21140.07,21515.61
2022-08-22,21516.7,21399.83
2022-08-23,21400.75,21529.12
2022-08-24,21529.11,21368.08
2022-08-25,21368.05,21559.04
2022-08-26,21559.04,20241.05
2022-08-27,20239.14,20037.6
2022-08-28,20037.6,19555.61
2022-08-29,19555.61,20285.73
2022-08-30,20287.2,19811.66
2022-08-31,19813.03,20050.02
2022-09-01,20048.44,20131.46
2022-09-02,20132.64,19951.86
2022-09-03,19950.98,19831.9
2022-09-04,19832.45,20000.3
2022-09-05,20000.3,19796.84
2022-09-06,19795.34,18790.61
